TransactionID,UserID,Transaction_Amount,Transaction_Timestamp
TID_000331,UID_10433,117.96,2025-08-08 19:01:17
TID_000332,UID_11289,136.31,2025-10-08 20:51:16
TID_000333,UID_11932,1704.55,2025-08-31 10:09:10
TID_000334,UID_02572,294.1,2025-10-08 09:40:07
TID_000335,UID_02968,683.85,2025-10-13 16:39:19
TID_000336,UID_02199,229.37,2025-08-23 09:02:08
TID_000337,UID_13185,385.37,2025-10-22 01:36:28
TID_000338,UID_07335,182.86,2025-08-23 18:12:41
TID_000339,UID_01760,11.82,2025-09-04 07:50:50
TID_000340,UID_09247,72.06,2025-09-29 14:13:10
TID_000341,UID_08374,110.95,2025-09-17 09:30:35
TID_000342,UID_07938,283.97,2025-10-24 11:00:45
TID_000343,UID_02091,603.99,2025-08-30 16:27:45
TID_000344,UID_06500,298.42,2025-09-22 18:39:51
TID_000345,UID_03108,418.61,2025-09-13 04:45:33
TID_000346,UID_06404,231.65,2025-08-07 15:46:56
TID_000347,UID_08513,157.82,2025-08-07 15:15:23
TID_000348,UID_01614,51.44,2025-10-17 05:07:00
TID_000349,UID_03362,89.22,2025-10-19 08:14:00
TID_000350,UID_06027,528.23,2025-08-25 00:58:58
TID_000351,UID_00762,55.92,2025-10-24 08:48:22
TID_000352,UID_02147,281.88,2025-09-28 16:15:11
TID_000353,UID_05998,193.17,2025-08-13 11:38:49
TID_000354,UID_01371,394.16,2025-08-25 13:56:02
TID_000355,UID_11723,667.04,2025-10-19 00:09:46
TID_000356,UID_12568,722.87,2025-10-20 21:32:43
TID_000357,UID_10537,66.28,2025-08-07 10:15:54
TID_000358,UID_11768,208.8,2025-08-08 06:31:11
TID_000359,UID_01481,326.93,2025-09-02 14:08:56
TID_000360,UID_01533,284.85,2025-09-04 11:37:14
TID_000361,UID_05685,580.99,2025-10-16 13:15:35
TID_000362,UID_05255,661.46,2025-08-04 13:09:58
TID_000363,UID_08335,455.91,2025-09-28 21:27:32
TID_000364,UID_10825,223.37,2025-10-10 17:10:49
TID_000365,UID_02761,130.41,2025-08-09 08:42:00
TID_000366,UID_11497,233.04,2025-09-23 21:02:13
TID_000367,UID_04961,62.68,2025-10-13 07:17:41
TID_000368,UID_04660,80.87,2025-07-30 10:02:01
TID_000369,UID_08417,1073.54,2025-08-02 12:49:25
TID_000370,UID_05273,127.04,2025-08-11 23:46:57
TID_000371,UID_03865,467.38,2025-10-08 20:35:03
TID_000372,UID_03693,205.2,2025-09-15 03:51:13
TID_000373,UID_05510,455.11,2025-10-15 02:24:58
TID_000374,UID_09751,398.77,2025-08-19 11:52:45
TID_000375,UID_13085,243.28,2025-09-22 15:50:07
TID_000376,UID_04971,64.74,2025-09-04 11:34:03
TID_000377,UID_12810,90.4,2025-10-02 14:30:06
TID_000378,UID_08156,358.95,2025-09-05 00:19:26
TID_000379,UID_04765,1000.91,2025-10-13 14:51:01
TID_000380,UID_08107,148.73,2025-09-13 00:10:46
TID_000381,UID_02009,136.99,2025-10-21 23:28:01
TID_000382,UID_05880,452.37,2025-08-20 00:54:46
TID_000383,UID_13104,267.67,2025-09-21 21:56:06
TID_000384,UID_07970,330.43,2025-09-13 04:03:25
TID_000385,UID_07565,72.78,2025-10-11 19:39:56
TID_000386,UID_08840,294.6,2025-08-23 08:25:14
TID_000387,UID_14409,232.61,2025-09-27 04:04:45
TID_000388,UID_00698,211.67,2025-09-20 00:05:12
TID_000389,UID_04164,558.65,2025-08-26 09:55:17
TID_000390,UID_13791,45.79,2025-07-30 01:47:04
TID_000391,UID_11685,801.03,2025-08-13 14:09:47
TID_000392,UID_12999,632.97,2025-09-10 23:54:49
TID_000393,UID_06848,291.43,2025-08-01 10:24:36
TID_000394,UID_02404,96.6,2025-09-10 19:59:20
TID_000395,UID_01318,135.13,2025-10-16 10:15:23
TID_000396,UID_05811,263.04,2025-09-17 03:07:07
TID_000397,UID_05651,106.11,2025-07-30 12:04:16
TID_000398,UID_10442,449.45,2025-10-21 06:24:25
TID_000399,UID_02335,137.9,2025-08-02 02:49:50
TID_000400,UID_07967,730.65,2025-09-25 23:54:23
TID_000401,UID_00191,205.7,2025-08-28 07:20:23
TID_000402,UID_10702,339.11,2025-08-08 21:47:51
TID_000403,UID_06420,61.09,2025-09-04 07:23:30
TID_000404,UID_06874,199.22,2025-08-14 07:33:33
TID_000405,UID_03225,74.27,2025-10-12 03:12:25
TID_000406,UID_00090,317.38,2025-08-03 21:42:52
TID_000407,UID_14691,133.06,2025-09-29 03:32:45
TID_000408,UID_04588,284.29,2025-10-01 05:44:04
TID_000409,UID_13264,145.21,2025-08-17 01:00:57
TID_000410,UID_06755,1792.57,2025-09-09 16:12:11
TID_000411,UID_04874,94.15,2025-10-04 13:19:26
TID_000412,UID_03804,289.04,2025-09-25 19:12:05
TID_000413,UID_04191,381.63,2025-08-03 20:41:27
TID_000414,UID_02778,76.82,2025-10-11 06:24:44
TID_000415,UID_09245,127.81,2025-09-15 21:12:41
TID_000416,UID_14992,120.95,2025-09-30 14:39:36
TID_000417,UID_04802,46.67,2025-09-08 04:21:54
TID_000418,UID_07031,135.19,2025-08-02 18:40:14
TID_000419,UID_14264,94.04,2025-08-29 03:11:17
TID_000420,UID_09068,377.52,2025-08-25 01:13:44
TID_000421,UID_08491,268.68,2025-08-12 14:06:09
TID_000422,UID_01979,90.13,2025-08-16 01:13:54
TID_000423,UID_02789,169.4,2025-08-20 02:31:38
TID_000424,UID_02684,488.09,2025-09-27 03:32:00
TID_000425,UID_10921,258.14,2025-10-12 12:37:32
TID_000426,UID_06101,230.06,2025-10-13 03:04:34
TID_000427,UID_04598,609.68,2025-08-01 05:03:39
TID_000428,UID_00899,57.29,2025-07-29 00:30:57
TID_000429,UID_12446,175.45,2025-09-12 15:57:54
TID_000430,UID_12642,276.23,2025-10-03 19:43:49
TID_000431,UID_02140,302.0,2025-10-13 20:35:25
TID_000432,UID_07564,160.83,2025-09-07 11:38:04
TID_000433,UID_13874,314.06,2025-08-25 07:54:48
TID_000434,UID_09060,161.77,2025-09-16 06:28:44
TID_000435,UID_13798,47.14,2025-10-13 21:27:02
TID_000436,UID_00443,145.9,2025-08-13 03:11:20
TID_000437,UID_10552,660.75,2025-10-16 21:52:14
TID_000438,UID_01416,381.37,2025-07-28 07:08:03
TID_000439,UID_00246,131.23,2025-09-26 00:59:46
TID_000440,UID_08812,871.25,2025-10-24 00:49:21
TID_000441,UID_07130,199.71,2025-09-29 21:49:24
TID_000442,UID_02129,135.81,2025-09-04 18:04:39
TID_000443,UID_08114,128.67,2025-08-10 17:30:51
TID_000444,UID_12766,1174.13,2025-08-05 17:26:00
TID_000445,UID_02051,31.56,2025-08-07 01:07:08
TID_000446,UID_03295,251.16,2025-08-13 13:00:45
TID_000447,UID_13813,249.47,2025-09-23 00:31:31
TID_000448,UID_09864,133.35,2025-09-04 16:37:13
TID_000449,UID_09820,330.61,2025-10-14 06:09:22
TID_000450,UID_02710,71.75,2025-10-20 14:07:09
TID_000451,UID_14603,677.23,2025-07-28 17:48:56
TID_000452,UID_12362,267.57,2025-10-24 07:34:10
TID_000453,UID_13372,317.08,2025-08-15 03:20:33
TID_000454,UID_05289,72.28,2025-09-19 02:19:14
TID_000455,UID_05586,104.63,2025-09-07 03:44:03
TID_000456,UID_02823,54.08,2025-08-30 06:15:40
TID_000457,UID_07946,66.34,2025-08-11 08:22:19
TID_000458,UID_07707,273.11,2025-09-23 08:13:26
TID_000459,UID_01374,529.02,2025-09-02 17:00:37
TID_000460,UID_04889,138.38,2025-10-22 21:56:03
TID_000461,UID_02518,1035.65,2025-09-09 09:55:38
TID_000462,UID_09335,440.26,2025-09-06 21:19:37
TID_000463,UID_09397,103.42,2025-09-11 10:33:11
TID_000464,UID_06049,25.35,2025-09-12 20:44:54
TID_000465,UID_01948,859.38,2025-09-22 18:18:53
TID_000466,UID_13294,883.41,2025-07-27 04:04:05
TID_000467,UID_07092,150.39,2025-08-23 13:59:33
TID_000468,UID_07006,100.84,2025-10-08 11:40:33
TID_000469,UID_03347,121.7,2025-09-01 23:33:15
TID_000470,UID_03976,96.16,2025-08-14 12:02:52
TID_000471,UID_04147,296.05,2025-09-28 14:07:34
TID_000472,UID_14805,342.65,2025-10-08 09:31:09
TID_000473,UID_08457,268.62,2025-09-16 08:17:30
TID_000474,UID_06013,67.79,2025-09-25 23:43:15
TID_000475,UID_02837,295.34,2025-08-23 15:44:48
TID_000476,UID_01404,251.4,2025-09-09 13:25:16
TID_000477,UID_03011,320.41,2025-08-10 05:26:53
TID_000478,UID_06844,159.33,2025-10-10 07:15:02
TID_000479,UID_14806,407.62,2025-07-27 06:20:25
