ChangeID,UserID,Change_Timestamp,Old_Status,New_Status,Change_Reason,Audit_User
CHID_000047,UID_05550,2025-02-12 00:50:57,PWD_RESET,SUSPENDED,COMPLIANCE_REVIEW,Compliance_Bot
CHID_000048,UID_13019,2025-07-28 01:30:36,CLOSED,PWD_RESET,INACTIVITY,System
CHID_000049,UID_12296,2025-06-17 12:55:56,ACTIVE,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000050,UID_14225,2025-01-17 22:36:10,SUSPENDED,CLOSED,SYSTEM_UPDATE,Fraud_Analyst
CHID_000051,UID_12281,2025-09-17 15:59:06,SUSPENDED,CLOSED,COMPLIANCE_REVIEW,System
CHID_000052,UID_00273,2025-04-23 21:35:06,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000053,UID_07729,2025-10-19 21:59:23,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000054,UID_07720,2025-06-09 05:27:28,LOCKED,SUSPENDED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000055,UID_01206,2025-03-10 14:07:12,LOCKED,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000056,UID_00438,2025-08-09 05:24:00,SUSPENDED,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000057,UID_01246,2025-05-17 10:05:00,LOCKED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000058,UID_13384,2025-02-21 12:35:23,LOCKED,CLOSED,INACTIVITY,System
CHID_000059,UID_04427,2025-08-10 03:34:18,SUSPENDED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000060,UID_09001,2025-03-17 01:00:34,LOCKED,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000061,UID_07390,2025-08-16 18:33:21,LOCKED,ACTIVE,SYSTEM_UPDATE,Fraud_Analyst
CHID_000062,UID_12650,2025-04-06 20:51:51,PWD_RESET,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000063,UID_09623,2024-11-19 10:00:18,PWD_RESET,CLOSED,COMPLIANCE_REVIEW,Customer_Service
CHID_000064,UID_06187,2025-10-08 06:26:53,LOCKED,PWD_RESET,INACTIVITY,Fraud_Analyst
CHID_000065,UID_01472,2025-02-18 18:30:34,ACTIVE,CLOSED,SYSTEM_UPDATE,System
CHID_000066,UID_10993,2025-01-13 11:30:04,ACTIVE,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000067,UID_01542,2025-05-24 12:29:58,CLOSED,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000068,UID_13430,2025-04-19 02:19:12,CLOSED,SUSPENDED,FRAUD_BLOCK,System
CHID_000069,UID_11840,2025-02-17 04:02:33,ACTIVE,SUSPENDED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000070,UID_02157,2025-06-27 23:03:25,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000071,UID_01087,2025-10-10 13:16:08,SUSPENDED,ACTIVE,INACTIVITY,Customer_Service
CHID_000072,UID_09867,2025-07-13 05:34:05,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000073,UID_14927,2025-09-19 01:10:24,ACTIVE,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000074,UID_05661,2025-06-10 22:04:49,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000075,UID_07701,2025-03-22 11:59:28,PWD_RESET,ACTIVE,SYSTEM_UPDATE,Fraud_Analyst
CHID_000076,UID_13703,2025-02-08 20:52:06,LOCKED,ACTIVE,INACTIVITY,Fraud_Analyst
CHID_000077,UID_05400,2025-05-22 09:23:26,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000078,UID_11683,2025-03-20 18:17:34,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000079,UID_09175,2025-06-23 14:33:19,LOCKED,CLOSED,INACTIVITY,Fraud_Analyst
CHID_000080,UID_07698,2024-11-27 17:21:38,SUSPENDED,CLOSED,FRAUD_BLOCK,System
CHID_000081,UID_06282,2025-08-05 21:32:05,ACTIVE,PWD_RESET,INACTIVITY,System
CHID_000082,UID_03737,2025-10-17 12:33:07,ACTIVE,PWD_RESET,FRAUD_BLOCK,System
CHID_000083,UID_05006,2025-04-09 22:24:28,SUSPENDED,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000084,UID_10145,2025-01-14 07:53:06,LOCKED,SUSPENDED,FRAUD_BLOCK,System
CHID_000085,UID_13902,2024-12-02 04:32:48,LOCKED,SUSPENDED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000086,UID_02609,2025-08-26 02:28:19,ACTIVE,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000087,UID_00059,2025-09-13 05:03:20,PWD_RESET,CLOSED,USER_REQUEST,Customer_Service
CHID_000088,UID_10569,2025-10-21 10:56:16,ACTIVE,LOCKED,FRAUD_BLOCK,System
CHID_000089,UID_08461,2025-07-06 06:34:44,SUSPENDED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000090,UID_05891,2024-12-24 22:02:48,PWD_RESET,ACTIVE,SYSTEM_UPDATE,Fraud_Analyst
CHID_000091,UID_05377,2025-05-31 08:03:55,SUSPENDED,CLOSED,INACTIVITY,System
CHID_000092,UID_09468,2025-09-18 02:44:01,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000093,UID_09940,2025-02-13 08:30:49,PWD_RESET,CLOSED,INACTIVITY,Compliance_Bot
CHID_000094,UID_03783,2024-11-16 15:48:09,SUSPENDED,ACTIVE,INACTIVITY,System
CHID_000095,UID_04721,2025-03-18 11:18:50,ACTIVE,CLOSED,INACTIVITY,Fraud_Analyst
CHID_000096,UID_12369,2025-04-27 06:23:34,SUSPENDED,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000097,UID_12754,2025-09-27 02:07:00,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000098,UID_11385,2025-10-21 18:10:41,SUSPENDED,CLOSED,INACTIVITY,System
CHID_000099,UID_07632,2025-01-01 17:11:32,ACTIVE,CLOSED,COMPLIANCE_REVIEW,Customer_Service
CHID_000100,UID_02310,2025-02-01 17:34:39,PWD_RESET,CLOSED,SYSTEM_UPDATE,Fraud_Analyst
CHID_000101,UID_07573,2025-05-08 07:44:36,SUSPENDED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000102,UID_04672,2025-01-06 21:40:53,PWD_RESET,CLOSED,FRAUD_BLOCK,System
CHID_000103,UID_12432,2025-10-17 03:52:45,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000104,UID_02456,2025-01-13 07:04:59,SUSPENDED,LOCKED,FRAUD_BLOCK,System
CHID_000105,UID_04609,2024-12-11 01:35:45,SUSPENDED,PWD_RESET,INACTIVITY,Customer_Service
CHID_000106,UID_02224,2025-08-18 23:51:43,CLOSED,PWD_RESET,FRAUD_BLOCK,System
CHID_000107,UID_07900,2024-11-30 21:11:32,SUSPENDED,ACTIVE,INACTIVITY,Customer_Service
CHID_000108,UID_01518,2025-03-02 19:32:08,CLOSED,ACTIVE,INACTIVITY,Fraud_Analyst
CHID_000109,UID_12599,2025-03-03 10:43:12,CLOSED,PWD_RESET,INACTIVITY,System
CHID_000110,UID_00906,2025-06-23 16:16:06,LOCKED,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000111,UID_01303,2025-05-27 16:43:40,PWD_RESET,ACTIVE,SYSTEM_UPDATE,System
CHID_000112,UID_01469,2025-10-07 14:04:19,CLOSED,SUSPENDED,FRAUD_BLOCK,System
CHID_000113,UID_04919,2025-03-24 16:34:31,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000114,UID_08979,2025-09-30 09:39:56,PWD_RESET,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000115,UID_08497,2025-09-12 10:17:18,SUSPENDED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000116,UID_09596,2025-04-08 21:01:21,CLOSED,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000117,UID_07925,2025-04-02 19:40:32,LOCKED,PWD_RESET,INACTIVITY,System
CHID_000118,UID_10887,2024-11-22 18:33:24,PWD_RESET,CLOSED,COMPLIANCE_REVIEW,System
CHID_000119,UID_05139,2025-02-18 19:51:41,SUSPENDED,ACTIVE,FRAUD_BLOCK,System
CHID_000120,UID_05542,2025-05-08 02:21:44,CLOSED,ACTIVE,COMPLIANCE_REVIEW,Customer_Service
CHID_000121,UID_01320,2025-02-21 03:53:03,PWD_RESET,LOCKED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000122,UID_03142,2025-01-19 19:43:48,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000123,UID_12509,2025-05-05 10:22:11,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000124,UID_11283,2025-03-03 17:15:17,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000125,UID_10950,2025-05-31 18:03:21,PWD_RESET,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000126,UID_04976,2024-12-06 19:16:50,SUSPENDED,LOCKED,COMPLIANCE_REVIEW,System
CHID_000127,UID_11597,2025-07-17 05:30:27,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000128,UID_04454,2024-11-30 05:08:44,CLOSED,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000129,UID_10313,2025-05-15 22:44:59,PWD_RESET,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000130,UID_12451,2025-03-03 18:22:18,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000131,UID_09667,2025-02-18 18:43:28,PWD_RESET,LOCKED,COMPLIANCE_REVIEW,System
CHID_000132,UID_14817,2025-07-16 06:23:24,ACTIVE,CLOSED,INACTIVITY,Compliance_Bot
CHID_000133,UID_11571,2025-10-10 01:14:15,ACTIVE,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000134,UID_09907,2025-05-22 15:51:45,SUSPENDED,CLOSED,USER_REQUEST,Customer_Service
CHID_000135,UID_00274,2025-07-16 06:21:09,PWD_RESET,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000136,UID_04889,2025-05-07 20:57:58,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000137,UID_06246,2025-02-01 01:38:31,PWD_RESET,ACTIVE,SYSTEM_UPDATE,Fraud_Analyst
CHID_000138,UID_07728,2024-12-30 12:00:17,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000139,UID_00864,2025-03-11 13:21:32,CLOSED,PWD_RESET,FRAUD_BLOCK,System
CHID_000140,UID_13316,2025-04-22 05:29:20,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000141,UID_08253,2024-12-06 00:53:11,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000142,UID_02419,2024-10-28 11:58:44,PWD_RESET,CLOSED,INACTIVITY,Fraud_Analyst
CHID_000143,UID_13164,2024-11-01 19:56:34,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000144,UID_08929,2025-04-12 16:18:17,PWD_RESET,CLOSED,USER_REQUEST,Customer_Service
CHID_000145,UID_12163,2025-06-21 22:05:12,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000146,UID_07523,2024-11-26 23:36:25,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000147,UID_12186,2025-04-03 16:28:08,CLOSED,LOCKED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000148,UID_00117,2024-11-15 05:17:18,PWD_RESET,ACTIVE,SYSTEM_UPDATE,System
CHID_000149,UID_07153,2025-03-15 07:13:27,CLOSED,SUSPENDED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000150,UID_13814,2024-11-15 10:22:07,CLOSED,LOCKED,COMPLIANCE_REVIEW,System
CHID_000151,UID_06180,2025-02-01 19:12:46,SUSPENDED,CLOSED,SYSTEM_UPDATE,System
CHID_000152,UID_12524,2025-04-15 01:07:09,LOCKED,ACTIVE,USER_REQUEST,Customer_Service
CHID_000153,UID_05578,2025-01-27 08:43:53,LOCKED,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000154,UID_13853,2025-10-08 01:08:51,LOCKED,PWD_RESET,INACTIVITY,Fraud_Analyst
CHID_000155,UID_12540,2025-01-16 02:04:43,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000156,UID_05019,2025-07-15 23:17:32,CLOSED,ACTIVE,SYSTEM_UPDATE,Customer_Service
CHID_000157,UID_14507,2024-11-03 07:08:24,LOCKED,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000158,UID_01245,2024-12-03 23:14:26,SUSPENDED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000159,UID_07942,2025-04-12 03:04:28,CLOSED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000160,UID_07208,2025-04-30 00:55:08,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000161,UID_02828,2025-07-11 17:00:56,CLOSED,ACTIVE,COMPLIANCE_REVIEW,System
CHID_000162,UID_11024,2025-06-05 09:36:42,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000163,UID_14099,2025-08-28 17:07:55,LOCKED,PWD_RESET,SYSTEM_UPDATE,System
CHID_000164,UID_08168,2025-06-10 15:35:27,SUSPENDED,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000165,UID_14228,2025-10-12 01:04:00,PWD_RESET,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000166,UID_12196,2025-02-02 19:26:11,PWD_RESET,CLOSED,SYSTEM_UPDATE,System
CHID_000167,UID_04523,2025-04-28 11:16:46,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000168,UID_02676,2025-02-20 22:31:43,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000169,UID_14158,2025-10-15 16:25:39,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000170,UID_06914,2025-07-25 09:03:39,PWD_RESET,ACTIVE,SYSTEM_UPDATE,System
CHID_000171,UID_06457,2025-07-25 19:53:41,PWD_RESET,SUSPENDED,FRAUD_BLOCK,System
CHID_000172,UID_09844,2025-04-20 20:27:06,CLOSED,ACTIVE,COMPLIANCE_REVIEW,Customer_Service
CHID_000173,UID_02056,2025-01-21 20:48:15,LOCKED,CLOSED,INACTIVITY,Fraud_Analyst
CHID_000174,UID_08946,2025-04-09 00:03:03,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000175,UID_12428,2025-04-28 22:59:56,LOCKED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000176,UID_03741,2024-12-13 12:50:22,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000177,UID_06653,2024-10-28 14:41:43,CLOSED,SUSPENDED,FRAUD_BLOCK,System
CHID_000178,UID_04271,2024-10-30 05:21:33,LOCKED,SUSPENDED,FRAUD_BLOCK,System
CHID_000179,UID_02593,2025-03-20 22:52:46,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000180,UID_08436,2025-09-30 03:36:44,PWD_RESET,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000181,UID_09033,2025-04-30 13:57:20,ACTIVE,CLOSED,USER_REQUEST,Customer_Service
CHID_000182,UID_02923,2025-09-28 22:13:43,PWD_RESET,ACTIVE,SYSTEM_UPDATE,System
CHID_000183,UID_00024,2024-11-25 09:25:39,SUSPENDED,PWD_RESET,FRAUD_BLOCK,System
CHID_000184,UID_10511,2025-01-14 21:30:25,ACTIVE,SUSPENDED,COMPLIANCE_REVIEW,Customer_Service
CHID_000185,UID_04845,2025-02-08 14:23:10,PWD_RESET,SUSPENDED,COMPLIANCE_REVIEW,Compliance_Bot
CHID_000186,UID_11979,2025-04-28 22:25:17,CLOSED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000187,UID_08045,2024-12-28 23:26:05,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000188,UID_13973,2025-05-10 04:04:15,ACTIVE,LOCKED,FRAUD_BLOCK,System
CHID_000189,UID_00384,2024-11-02 08:57:18,LOCKED,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000190,UID_09794,2025-02-05 22:54:44,SUSPENDED,LOCKED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000191,UID_06679,2025-04-07 03:38:41,LOCKED,CLOSED,FRAUD_BLOCK,System
CHID_000192,UID_13990,2025-05-27 10:04:26,SUSPENDED,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000193,UID_09156,2025-04-23 03:40:57,CLOSED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000194,UID_04724,2025-07-13 01:28:38,ACTIVE,LOCKED,COMPLIANCE_REVIEW,System
CHID_000195,UID_13336,2025-05-22 17:39:45,CLOSED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000196,UID_12457,2025-04-16 15:44:59,CLOSED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000197,UID_14080,2025-02-01 12:16:18,CLOSED,LOCKED,FRAUD_BLOCK,System
CHID_000198,UID_01182,2025-03-05 21:37:31,ACTIVE,PWD_RESET,COMPLIANCE_REVIEW,System
CHID_000199,UID_14242,2025-04-28 05:10:21,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000200,UID_14392,2024-12-21 16:05:04,SUSPENDED,CLOSED,SYSTEM_UPDATE,Customer_Service
CHID_000201,UID_07277,2025-06-20 07:29:51,SUSPENDED,LOCKED,COMPLIANCE_REVIEW,System
CHID_000202,UID_08840,2025-06-02 03:35:34,PWD_RESET,LOCKED,FRAUD_BLOCK,System
CHID_000203,UID_10666,2025-02-24 23:54:07,ACTIVE,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000204,UID_10197,2025-09-06 08:47:15,LOCKED,SUSPENDED,FRAUD_BLOCK,System
CHID_000205,UID_08956,2025-03-28 22:55:36,LOCKED,PWD_RESET,INACTIVITY,System
CHID_000206,UID_11582,2025-01-29 13:57:52,PWD_RESET,CLOSED,USER_REQUEST,Customer_Service
CHID_000207,UID_11301,2025-09-10 04:13:57,CLOSED,ACTIVE,INACTIVITY,System
CHID_000208,UID_05757,2025-05-13 06:44:56,PWD_RESET,ACTIVE,SYSTEM_UPDATE,System
CHID_000209,UID_13027,2025-10-04 04:23:52,LOCKED,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000210,UID_07123,2024-11-03 06:39:44,SUSPENDED,PWD_RESET,INACTIVITY,Compliance_Bot
CHID_000211,UID_11287,2024-11-16 22:00:10,LOCKED,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000212,UID_01607,2025-05-31 17:02:04,LOCKED,ACTIVE,USER_REQUEST,Customer_Service
CHID_000213,UID_00830,2024-12-28 07:18:03,ACTIVE,SUSPENDED,COMPLIANCE_REVIEW,Customer_Service
CHID_000214,UID_01079,2025-02-02 02:10:48,PWD_RESET,LOCKED,COMPLIANCE_REVIEW,System
CHID_000215,UID_04967,2025-01-30 23:00:14,LOCKED,PWD_RESET,INACTIVITY,Fraud_Analyst
CHID_000216,UID_00850,2024-11-28 16:18:30,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000217,UID_13554,2025-02-16 06:39:30,CLOSED,PWD_RESET,FRAUD_BLOCK,System
CHID_000218,UID_04181,2024-11-09 05:20:08,CLOSED,PWD_RESET,FRAUD_BLOCK,System
CHID_000219,UID_13110,2024-12-08 15:09:04,PWD_RESET,ACTIVE,SYSTEM_UPDATE,Fraud_Analyst
CHID_000220,UID_00045,2024-12-12 05:56:45,ACTIVE,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000221,UID_12034,2024-11-15 21:08:22,ACTIVE,SUSPENDED,FRAUD_BLOCK,Fraud_Analyst
CHID_000222,UID_02322,2025-06-06 05:38:50,LOCKED,SUSPENDED,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000223,UID_11170,2025-08-06 15:42:09,LOCKED,ACTIVE,FRAUD_BLOCK,Fraud_Analyst
CHID_000224,UID_05952,2025-03-12 03:30:23,SUSPENDED,CLOSED,FRAUD_BLOCK,System
CHID_000225,UID_00040,2025-08-15 16:55:18,LOCKED,CLOSED,COMPLIANCE_REVIEW,System
CHID_000226,UID_11403,2025-05-15 23:15:07,PWD_RESET,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000227,UID_05125,2025-04-23 06:32:14,SUSPENDED,ACTIVE,USER_REQUEST,Customer_Service
CHID_000228,UID_09991,2025-08-30 16:31:54,CLOSED,ACTIVE,FRAUD_BLOCK,System
CHID_000229,UID_14786,2025-09-10 20:25:15,ACTIVE,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000230,UID_08794,2025-04-02 20:18:40,CLOSED,PWD_RESET,COMPLIANCE_REVIEW,Fraud_Analyst
CHID_000231,UID_11604,2024-12-05 05:57:02,CLOSED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000232,UID_04716,2025-06-28 09:32:27,SUSPENDED,CLOSED,FRAUD_BLOCK,Fraud_Analyst
CHID_000233,UID_13783,2024-11-16 03:35:23,LOCKED,PWD_RESET,FRAUD_BLOCK,Fraud_Analyst
CHID_000234,UID_11659,2025-09-02 03:29:51,SUSPENDED,PWD_RESET,USER_REQUEST,Customer_Service
CHID_000235,UID_01674,2025-09-19 11:43:10,PWD_RESET,SUSPENDED,COMPLIANCE_REVIEW,System
CHID_000236,UID_11364,2025-02-13 07:18:36,CLOSED,ACTIVE,USER_REQUEST,Customer_Service
CHID_000237,UID_00871,2024-12-29 11:22:38,CLOSED,LOCKED,FRAUD_BLOCK,Fraud_Analyst
CHID_000238,UID_12154,2025-05-07 14:29:19,CLOSED,ACTIVE,INACTIVITY,System
